ticker,company,period,scope,capacity,output,unit,basis,util_pct,util_source,rcept_no,note
192820,코스맥스,2020H1,중국(광저우),306000.0,37506.0,천개,생산능력:연환산 / 생산실적:반기누계,,,20200814001367,"생산능력은 연환산, 생산실적은 반기 누계라 가동률 직접 계산 불가"
192820,코스맥스,2020H1,중국(상해),692000.0,204959.0,천개,생산능력:연환산 / 생산실적:반기누계,,,20200814001367,"생산능력은 연환산, 생산실적은 반기 누계라 가동률 직접 계산 불가"
192820,코스맥스,2020H1,한국,584750.0,182907.0,천개,생산능력:연환산 / 생산실적:반기누계,,,20200814001367,"생산능력은 연환산, 생산실적은 반기 누계라 가동률 직접 계산 불가"
192820,코스맥스,2021,미국,106800.0,46974.0,천개,연간(생산능력 연환산),44.0,계산,20220816001048,가동률 미공시(측정 불가라고 기재)
192820,코스맥스,2021,미국(NU-WORLD),115560.0,45786.0,천개,연간(생산능력 연환산),39.6,계산,20220816001048,가동률 미공시(측정 불가라고 기재)
192820,코스맥스,2021,전사(합계),1842311.0,989547.0,천개,연간(생산능력 연환산),53.7,계산,20220816001048,가동률 미공시(측정 불가라고 기재); 합계는 사업소 합산(내 계산)
192820,코스맥스,2021,중국(광저우),306000.0,94038.0,천개,연간(생산능력 연환산),30.7,계산,20220816001048,가동률 미공시(측정 불가라고 기재)
192820,코스맥스,2021,중국(상해),692000.0,473642.0,천개,연간(생산능력 연환산),68.4,계산,20220816001048,가동률 미공시(측정 불가라고 기재)
192820,코스맥스,2021,한국,621951.0,329107.0,천개,연간(생산능력 연환산),52.9,계산,20220816001048,가동률 미공시(측정 불가라고 기재)
192820,코스맥스,2021H1,미국,94770.0,20446.0,천개,생산능력:연환산 / 생산실적:반기누계,,,20210817001048,"생산능력은 연환산, 생산실적은 반기 누계라 가동률 직접 계산 불가"
192820,코스맥스,2021H1,미국(NU-WORLD),115560.0,14661.0,천개,생산능력:연환산 / 생산실적:반기누계,,,20210817001048,"생산능력은 연환산, 생산실적은 반기 누계라 가동률 직접 계산 불가"
192820,코스맥스,2021H1,전사(합계),1830281.0,456194.0,천개,생산능력:연환산 / 생산실적:반기누계,,,20210817001048,"생산능력은 연환산, 생산실적은 반기 누계라 가동률 직접 계산 불가; 합계는 사업소 합산(내 계산)"
192820,코스맥스,2021H1,중국(광저우),306000.0,43988.0,천개,생산능력:연환산 / 생산실적:반기누계,,,20210817001048,"생산능력은 연환산, 생산실적은 반기 누계라 가동률 직접 계산 불가"
192820,코스맥스,2021H1,중국(상해),692000.0,212724.0,천개,생산능력:연환산 / 생산실적:반기누계,,,20210817001048,"생산능력은 연환산, 생산실적은 반기 누계라 가동률 직접 계산 불가"
192820,코스맥스,2021H1,한국,621951.0,164375.0,천개,생산능력:연환산 / 생산실적:반기누계,,,20210817001048,"생산능력은 연환산, 생산실적은 반기 누계라 가동률 직접 계산 불가"
192820,코스맥스,2022,미국,106800.0,43243.0,천개,연간(생산능력 연환산),40.5,계산,20230322001169,가동률 미공시(측정 불가라고 기재); 공시원본 그대로. 코스맥스는 FY2024 보고서에서 PT COSMAX INDONESIA와 YATSEN(광저우)을 표에 추가하며 2022~2023년을 소급 정정함 -> 연도간 비교 주의
192820,코스맥스,2022,미국(NU-WORLD),115560.0,41256.0,천개,연간(생산능력 연환산),35.7,계산,20230322001169,가동률 미공시(측정 불가라고 기재); 공시원본 그대로. 코스맥스는 FY2024 보고서에서 PT COSMAX INDONESIA와 YATSEN(광저우)을 표에 추가하며 2022~2023년을 소급 정정함 -> 연도간 비교 주의
192820,코스맥스,2022,전사(합계),1837699.0,832336.0,천개,연간(생산능력 연환산),45.3,계산,20230322001169,가동률 미공시(측정 불가라고 기재); 합계는 사업소 합산(내 계산); 공시원본 그대로. 코스맥스는 FY2024 보고서에서 PT COSMAX INDONESIA와 YATSEN(광저우)을 표에 추가하며 2022~2023년을 소급 정정함 -> 연도간 비교 주의
192820,코스맥스,2022,중국(광저우),306000.0,90971.0,천개,연간(생산능력 연환산),29.7,계산,20230322001169,가동률 미공시(측정 불가라고 기재); 공시원본 그대로. 코스맥스는 FY2024 보고서에서 PT COSMAX INDONESIA와 YATSEN(광저우)을 표에 추가하며 2022~2023년을 소급 정정함 -> 연도간 비교 주의
192820,코스맥스,2022,중국(상해),692000.0,320502.0,천개,연간(생산능력 연환산),46.3,계산,20230322001169,가동률 미공시(측정 불가라고 기재); 공시원본 그대로. 코스맥스는 FY2024 보고서에서 PT COSMAX INDONESIA와 YATSEN(광저우)을 표에 추가하며 2022~2023년을 소급 정정함 -> 연도간 비교 주의
192820,코스맥스,2022,한국,617339.0,336364.0,천개,연간(생산능력 연환산),54.5,계산,20230322001169,가동률 미공시(측정 불가라고 기재); 공시원본 그대로. 코스맥스는 FY2024 보고서에서 PT COSMAX INDONESIA와 YATSEN(광저우)을 표에 추가하며 2022~2023년을 소급 정정함 -> 연도간 비교 주의
192820,코스맥스,2022H1,미국,106800.0,22946.0,천개,생산능력:연환산 / 생산실적:반기누계,,,20220816001063,"생산능력은 연환산, 생산실적은 반기 누계라 가동률 직접 계산 불가; 공시원본 그대로. 코스맥스는 FY2024 보고서에서 PT COSMAX INDONESIA와 YATSEN(광저우)을 표에 추가하며 2022~2023년을 소급 정정함 -> 연도간 비교 주의"
192820,코스맥스,2022H1,미국(NU-WORLD),115560.0,22055.0,천개,생산능력:연환산 / 생산실적:반기누계,,,20220816001063,"생산능력은 연환산, 생산실적은 반기 누계라 가동률 직접 계산 불가; 공시원본 그대로. 코스맥스는 FY2024 보고서에서 PT COSMAX INDONESIA와 YATSEN(광저우)을 표에 추가하며 2022~2023년을 소급 정정함 -> 연도간 비교 주의"
192820,코스맥스,2022H1,전사(합계),1837699.0,411557.0,천개,생산능력:연환산 / 생산실적:반기누계,,,20220816001063,"생산능력은 연환산, 생산실적은 반기 누계라 가동률 직접 계산 불가; 합계는 사업소 합산(내 계산); 공시원본 그대로. 코스맥스는 FY2024 보고서에서 PT COSMAX INDONESIA와 YATSEN(광저우)을 표에 추가하며 2022~2023년을 소급 정정함 -> 연도간 비교 주의"
192820,코스맥스,2022H1,중국(광저우),306000.0,47234.0,천개,생산능력:연환산 / 생산실적:반기누계,,,20220816001063,"생산능력은 연환산, 생산실적은 반기 누계라 가동률 직접 계산 불가; 공시원본 그대로. 코스맥스는 FY2024 보고서에서 PT COSMAX INDONESIA와 YATSEN(광저우)을 표에 추가하며 2022~2023년을 소급 정정함 -> 연도간 비교 주의"
192820,코스맥스,2022H1,중국(상해),692000.0,156184.0,천개,생산능력:연환산 / 생산실적:반기누계,,,20220816001063,"생산능력은 연환산, 생산실적은 반기 누계라 가동률 직접 계산 불가; 공시원본 그대로. 코스맥스는 FY2024 보고서에서 PT COSMAX INDONESIA와 YATSEN(광저우)을 표에 추가하며 2022~2023년을 소급 정정함 -> 연도간 비교 주의"
192820,코스맥스,2022H1,한국,617339.0,163138.0,천개,생산능력:연환산 / 생산실적:반기누계,,,20220816001063,"생산능력은 연환산, 생산실적은 반기 누계라 가동률 직접 계산 불가; 공시원본 그대로. 코스맥스는 FY2024 보고서에서 PT COSMAX INDONESIA와 YATSEN(광저우)을 표에 추가하며 2022~2023년을 소급 정정함 -> 연도간 비교 주의"
192820,코스맥스,2023,미국,98800.0,59916.0,천개,연간(생산능력 연환산),60.6,계산,20240320001628,가동률 미공시(측정 불가라고 기재); 공시원본 그대로. 코스맥스는 FY2024 보고서에서 PT COSMAX INDONESIA와 YATSEN(광저우)을 표에 추가하며 2022~2023년을 소급 정정함 -> 연도간 비교 주의
192820,코스맥스,2023,전사(합계),1746523.0,1047101.0,천개,연간(생산능력 연환산),60.0,계산,20240320001628,가동률 미공시(측정 불가라고 기재); 합계는 사업소 합산(내 계산); 공시원본 그대로. 코스맥스는 FY2024 보고서에서 PT COSMAX INDONESIA와 YATSEN(광저우)을 표에 추가하며 2022~2023년을 소급 정정함 -> 연도간 비교 주의
192820,코스맥스,2023,중국(광저우),306000.0,111406.0,천개,연간(생산능력 연환산),36.4,계산,20240320001628,가동률 미공시(측정 불가라고 기재); 공시원본 그대로. 코스맥스는 FY2024 보고서에서 PT COSMAX INDONESIA와 YATSEN(광저우)을 표에 추가하며 2022~2023년을 소급 정정함 -> 연도간 비교 주의
192820,코스맥스,2023,중국(상해),692000.0,471488.0,천개,연간(생산능력 연환산),68.1,계산,20240320001628,가동률 미공시(측정 불가라고 기재); 공시원본 그대로. 코스맥스는 FY2024 보고서에서 PT COSMAX INDONESIA와 YATSEN(광저우)을 표에 추가하며 2022~2023년을 소급 정정함 -> 연도간 비교 주의
192820,코스맥스,2023,한국,649723.0,404291.0,천개,연간(생산능력 연환산),62.2,계산,20240320001628,가동률 미공시(측정 불가라고 기재); 공시원본 그대로. 코스맥스는 FY2024 보고서에서 PT COSMAX INDONESIA와 YATSEN(광저우)을 표에 추가하며 2022~2023년을 소급 정정함 -> 연도간 비교 주의
192820,코스맥스,2023H1,미국,98800.0,30667.0,천개,생산능력:연환산 / 생산실적:반기누계,,,20230811002117,"생산능력은 연환산, 생산실적은 반기 누계라 가동률 직접 계산 불가; 공시원본 그대로. 코스맥스는 FY2024 보고서에서 PT COSMAX INDONESIA와 YATSEN(광저우)을 표에 추가하며 2022~2023년을 소급 정정함 -> 연도간 비교 주의"
192820,코스맥스,2023H1,전사(합계),1714139.0,515708.0,천개,생산능력:연환산 / 생산실적:반기누계,,,20230811002117,"생산능력은 연환산, 생산실적은 반기 누계라 가동률 직접 계산 불가; 합계는 사업소 합산(내 계산); 공시원본 그대로. 코스맥스는 FY2024 보고서에서 PT COSMAX INDONESIA와 YATSEN(광저우)을 표에 추가하며 2022~2023년을 소급 정정함 -> 연도간 비교 주의"
192820,코스맥스,2023H1,중국(광저우),306000.0,49613.0,천개,생산능력:연환산 / 생산실적:반기누계,,,20230811002117,"생산능력은 연환산, 생산실적은 반기 누계라 가동률 직접 계산 불가; 공시원본 그대로. 코스맥스는 FY2024 보고서에서 PT COSMAX INDONESIA와 YATSEN(광저우)을 표에 추가하며 2022~2023년을 소급 정정함 -> 연도간 비교 주의"
192820,코스맥스,2023H1,중국(상해),692000.0,239976.0,천개,생산능력:연환산 / 생산실적:반기누계,,,20230811002117,"생산능력은 연환산, 생산실적은 반기 누계라 가동률 직접 계산 불가; 공시원본 그대로. 코스맥스는 FY2024 보고서에서 PT COSMAX INDONESIA와 YATSEN(광저우)을 표에 추가하며 2022~2023년을 소급 정정함 -> 연도간 비교 주의"
192820,코스맥스,2023H1,한국,617339.0,195452.0,천개,생산능력:연환산 / 생산실적:반기누계,,,20230811002117,"생산능력은 연환산, 생산실적은 반기 누계라 가동률 직접 계산 불가; 공시원본 그대로. 코스맥스는 FY2024 보고서에서 PT COSMAX INDONESIA와 YATSEN(광저우)을 표에 추가하며 2022~2023년을 소급 정정함 -> 연도간 비교 주의"
192820,코스맥스,2024,미국,98800.0,55313.0,천개,연간(생산능력 연환산),56.0,계산,20250416000526,가동률 미공시(측정 불가라고 기재)
192820,코스맥스,2024,인도네시아,210000.0,66099.0,천개,연간(생산능력 연환산),31.5,계산,20250416000526,가동률 미공시(측정 불가라고 기재)
192820,코스맥스,2024,전사(합계),2429633.0,1188264.0,천개,연간(생산능력 연환산),48.9,계산,20250416000526,가동률 미공시(측정 불가라고 기재); 합계는 사업소 합산(내 계산)
192820,코스맥스,2024,중국(YATSEN광저우),342833.0,38699.0,천개,연간(생산능력 연환산),11.3,계산,20250416000526,가동률 미공시(측정 불가라고 기재)
192820,코스맥스,2024,중국(광저우),306000.0,112737.0,천개,연간(생산능력 연환산),36.8,계산,20250416000526,가동률 미공시(측정 불가라고 기재)
192820,코스맥스,2024,중국(상해),692000.0,390867.0,천개,연간(생산능력 연환산),56.5,계산,20250416000526,가동률 미공시(측정 불가라고 기재)
192820,코스맥스,2024,한국,780000.0,524549.0,천개,연간(생산능력 연환산),67.2,계산,20250416000526,가동률 미공시(측정 불가라고 기재)
192820,코스맥스,2024H1,미국,98800.0,28807.0,천개,생산능력:연환산 / 생산실적:반기누계,,,20240814002635,"생산능력은 연환산, 생산실적은 반기 누계라 가동률 직접 계산 불가"
192820,코스맥스,2024H1,전사(합계),1876800.0,533139.0,천개,생산능력:연환산 / 생산실적:반기누계,,,20240814002635,"생산능력은 연환산, 생산실적은 반기 누계라 가동률 직접 계산 불가; 합계는 사업소 합산(내 계산)"
192820,코스맥스,2024H1,중국(광저우),306000.0,50486.0,천개,생산능력:연환산 / 생산실적:반기누계,,,20240814002635,"생산능력은 연환산, 생산실적은 반기 누계라 가동률 직접 계산 불가"
192820,코스맥스,2024H1,중국(상해),692000.0,214192.0,천개,생산능력:연환산 / 생산실적:반기누계,,,20240814002635,"생산능력은 연환산, 생산실적은 반기 누계라 가동률 직접 계산 불가"
192820,코스맥스,2024H1,한국,780000.0,239654.0,천개,생산능력:연환산 / 생산실적:반기누계,,,20240814002635,"생산능력은 연환산, 생산실적은 반기 누계라 가동률 직접 계산 불가"
192820,코스맥스,2025,미국,98800.0,49211.0,천개,연간(생산능력 연환산),49.8,계산,20260318000694,가동률 미공시(측정 불가라고 기재)
192820,코스맥스,2025,인도네시아,210000.0,60557.0,천개,연간(생산능력 연환산),28.8,계산,20260318000694,가동률 미공시(측정 불가라고 기재)
192820,코스맥스,2025,전사(합계),2670141.0,1286645.0,천개,연간(생산능력 연환산),48.2,계산,20260318000694,가동률 미공시(측정 불가라고 기재); 합계는 사업소 합산(내 계산)
192820,코스맥스,2025,중국(YATSEN광저우),342833.0,62887.0,천개,연간(생산능력 연환산),18.3,계산,20260318000694,가동률 미공시(측정 불가라고 기재)
192820,코스맥스,2025,중국(광저우),306000.0,112764.0,천개,연간(생산능력 연환산),36.9,계산,20260318000694,가동률 미공시(측정 불가라고 기재)
192820,코스맥스,2025,중국(상해),692000.0,410501.0,천개,연간(생산능력 연환산),59.3,계산,20260318000694,가동률 미공시(측정 불가라고 기재)
192820,코스맥스,2025,한국,1020508.0,590725.0,천개,연간(생산능력 연환산),57.9,계산,20260318000694,가동률 미공시(측정 불가라고 기재)
192820,코스맥스,2025H1,미국,98800.0,22630.0,천개,생산능력:연환산 / 생산실적:반기누계,,,20250814000437,"생산능력은 연환산, 생산실적은 반기 누계라 가동률 직접 계산 불가"
192820,코스맥스,2025H1,인도네시아,210000.0,30674.0,천개,생산능력:연환산 / 생산실적:반기누계,,,20250814000437,"생산능력은 연환산, 생산실적은 반기 누계라 가동률 직접 계산 불가"
192820,코스맥스,2025H1,전사(합계),2641070.0,620645.0,천개,생산능력:연환산 / 생산실적:반기누계,,,20250814000437,"생산능력은 연환산, 생산실적은 반기 누계라 가동률 직접 계산 불가; 합계는 사업소 합산(내 계산)"
192820,코스맥스,2025H1,중국(YATSEN광저우),342833.0,22667.0,천개,생산능력:연환산 / 생산실적:반기누계,,,20250814000437,"생산능력은 연환산, 생산실적은 반기 누계라 가동률 직접 계산 불가"
192820,코스맥스,2025H1,중국(광저우),306000.0,50076.0,천개,생산능력:연환산 / 생산실적:반기누계,,,20250814000437,"생산능력은 연환산, 생산실적은 반기 누계라 가동률 직접 계산 불가"
192820,코스맥스,2025H1,중국(상해),692000.0,200873.0,천개,생산능력:연환산 / 생산실적:반기누계,,,20250814000437,"생산능력은 연환산, 생산실적은 반기 누계라 가동률 직접 계산 불가"
192820,코스맥스,2025H1,한국,991437.0,293725.0,천개,생산능력:연환산 / 생산실적:반기누계,,,20250814000437,"생산능력은 연환산, 생산실적은 반기 누계라 가동률 직접 계산 불가"
192820,코스맥스,2026H1,미국,121465.0,30923.0,천개,생산능력:연환산 / 생산실적:반기누계,,,20260813001436,"생산능력은 연환산, 생산실적은 반기 누계라 가동률 직접 계산 불가"
192820,코스맥스,2026H1,인도네시아,210000.0,33180.0,천개,생산능력:연환산 / 생산실적:반기누계,,,20260813001436,"생산능력은 연환산, 생산실적은 반기 누계라 가동률 직접 계산 불가"
192820,코스맥스,2026H1,전사(합계),2692806.0,771281.0,천개,생산능력:연환산 / 생산실적:반기누계,,,20260813001436,"생산능력은 연환산, 생산실적은 반기 누계라 가동률 직접 계산 불가; 합계는 사업소 합산(내 계산)"
192820,코스맥스,2026H1,중국(YATSEN광저우),342833.0,22694.0,천개,생산능력:연환산 / 생산실적:반기누계,,,20260813001436,"생산능력은 연환산, 생산실적은 반기 누계라 가동률 직접 계산 불가"
192820,코스맥스,2026H1,중국(광저우),306000.0,50218.0,천개,생산능력:연환산 / 생산실적:반기누계,,,20260813001436,"생산능력은 연환산, 생산실적은 반기 누계라 가동률 직접 계산 불가"
192820,코스맥스,2026H1,중국(상해),692000.0,245052.0,천개,생산능력:연환산 / 생산실적:반기누계,,,20260813001436,"생산능력은 연환산, 생산실적은 반기 누계라 가동률 직접 계산 불가"
192820,코스맥스,2026H1,한국,1020508.0,389214.0,천개,생산능력:연환산 / 생산실적:반기누계,,,20260813001436,"생산능력은 연환산, 생산실적은 반기 누계라 가동률 직접 계산 불가"
161890,한국콜마,2019,화장품 - 미국,68000.0,34798.0,천개,연간,51.2,공시,20200330004678,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2019,화장품 - 중국(무석),216000.0,17828.0,천개,연간,8.3,공시,20200330004678,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2019,화장품 - 중국(북경),74000.0,30772.0,천개,연간,41.6,공시,20200330004678,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2019,화장품 - 캐나다,63824.0,35067.0,천개,연간,54.9,공시,20200330004678,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2019,화장품 - 한국,330840.0,254278.0,천개,연간,76.9,공시,20200330004678,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2019,화장품 - 합계,752664.0,372743.0,천개,연간,49.5,계산,20200330004678,화장품 사업소 합산(내 계산)
161890,한국콜마,2020,화장품 - 미국,68000.0,20321.0,천개,연간,29.9,공시,20210318001200,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2020,화장품 - 중국(무석),216000.0,38979.0,천개,연간,18.0,공시,20210318001200,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2020,화장품 - 중국(북경),74000.0,12842.0,천개,연간,17.4,공시,20210318001200,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2020,화장품 - 캐나다,63824.0,36367.0,천개,연간,57.0,공시,20210318001200,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2020,화장품 - 한국,354624.0,270253.0,천개,연간,76.2,공시,20210318001200,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2020,화장품 - 합계,776448.0,378762.0,천개,연간,48.8,계산,20210318001200,화장품 사업소 합산(내 계산)
161890,한국콜마,2020H1,화장품 - 미국,34000.0,11656.0,천개,반기,34.3,공시,20200814001945,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2020H1,화장품 - 중국(무석),108000.0,16804.0,천개,반기,15.6,공시,20200814001945,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2020H1,화장품 - 중국(북경),37000.0,8230.0,천개,반기,22.2,공시,20200814001945,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2020H1,화장품 - 캐나다,31912.0,16141.0,천개,반기,50.6,공시,20200814001945,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2020H1,화장품 - 한국,162619.0,135694.0,천개,반기,83.4,공시,20200814001945,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2020H1,화장품 - 합계,373531.0,188525.0,천개,반기,50.5,계산,20200814001945,화장품 사업소 합산(내 계산)
161890,한국콜마,2021,화장품 - 미국,68000.0,20742.0,천개,연간,30.5,공시,20220317001031,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2021,화장품 - 중국(무석),216000.0,69171.0,천개,연간,32.0,공시,20220317001031,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2021,화장품 - 중국(북경),74000.0,11148.0,천개,연간,15.1,공시,20220317001031,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2021,화장품 - 캐나다,67574.0,48436.0,천개,연간,71.7,공시,20220317001031,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2021,화장품 - 한국,373018.0,293023.0,천개,연간,78.6,공시,20220317001031,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2021,화장품 - 합계,798592.0,442520.0,천개,연간,55.4,계산,20220317001031,화장품 사업소 합산(내 계산)
161890,한국콜마,2021H1,화장품 - 미국,34000.0,9662.0,천개,반기,28.4,공시,20210817002111,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2021H1,화장품 - 중국(무석),108000.0,34654.0,천개,반기,32.1,공시,20210817002111,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2021H1,화장품 - 중국(북경),37000.0,6130.0,천개,반기,16.6,공시,20210817002111,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2021H1,화장품 - 캐나다,31912.0,27792.0,천개,반기,87.1,공시,20210817002111,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2021H1,화장품 - 한국,181475.0,160980.0,천개,반기,88.7,공시,20210817002111,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2021H1,화장품 - 합계,392387.0,239218.0,천개,반기,61.0,계산,20210817002111,화장품 사업소 합산(내 계산)
161890,한국콜마,2022,화장품 - 미국,68000.0,15145.0,천개,연간,22.3,공시,20230322001251,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2022,화장품 - 중국(무석),216000.0,62336.0,천개,연간,28.9,공시,20230322001251,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2022,화장품 - 중국(북경),74000.0,6087.0,천개,연간,8.2,공시,20230322001251,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2022,화장품 - 캐나다,96099.0,45039.0,천개,연간,46.9,공시,20230322001251,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2022,화장품 - 한국,373018.0,307084.0,천개,연간,82.3,공시,20230322001251,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2022,화장품 - 합계,827117.0,435691.0,천개,연간,52.7,계산,20230322001251,화장품 사업소 합산(내 계산)
161890,한국콜마,2022H1,화장품 - 미국,34000.0,6591.0,천개,반기,19.4,공시,20220816002498,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2022H1,화장품 - 중국(무석),108000.0,32010.0,천개,반기,29.6,공시,20220816002498,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2022H1,화장품 - 중국(북경),37000.0,3711.0,천개,반기,10.0,공시,20220816002498,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2022H1,화장품 - 캐나다,47087.0,22738.0,천개,반기,48.3,공시,20220816002498,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2022H1,화장품 - 한국,186508.0,163638.0,천개,반기,87.7,공시,20220816002498,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2022H1,화장품 - 합계,412595.0,228688.0,천개,반기,55.4,계산,20220816002498,화장품 사업소 합산(내 계산)
161890,한국콜마,2023,화장품 - 미국,68000.0,20626.0,천개,연간,30.3,공시,20240321001772,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2023,화장품 - 중국(무석),216000.0,82584.0,천개,연간,38.2,공시,20240321001772,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2023,화장품 - 중국(북경),74000.0,6122.0,천개,연간,8.3,공시,20240321001772,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2023,화장품 - 캐나다,102224.0,43194.0,천개,연간,42.3,공시,20240321001772,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2023,화장품 - 한국,373020.0,360392.0,천개,연간,96.6,공시,20240321001772,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2023,화장품 - 합계,833244.0,512918.0,천개,연간,61.6,계산,20240321001772,화장품 사업소 합산(내 계산)
161890,한국콜마,2023H1,화장품 - 미국,34000.0,8573.0,천개,반기,25.2,공시,20230814003077,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2023H1,화장품 - 중국(무석),54000.0,29109.0,천개,반기,53.9,공시,20230814003077,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2023H1,화장품 - 중국(북경),37000.0,3944.0,천개,반기,10.7,공시,20230814003077,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2023H1,화장품 - 캐나다,49012.0,26901.0,천개,반기,54.9,공시,20230814003077,화장품 사업부문만 (HK이노엔·연우 등 제외)
161890,한국콜마,2023H1,화장품 - 한국,186509.0,193396.0,천개,반기,103.7,공시,20230814003077,화장품 사업부문만 (HK이노엔·연우 등 제외)
